laus_code,state_fips_code,county_fips_code,county_state,year,labor_force,employed,unemployed,unemployment_rate
CN3704900000000,37,49,"Craven County, NC",2014,"41,085","38,241","2,844",6.9
CN3705100000000,37,51,"Cumberland County, NC",2014,"127,529","117,233","10,296",8.1
CN3705300000000,37,53,"Currituck County, NC",2014,"12,710","11,907",803,6.3
CN3705500000000,37,55,"Dare County, NC",2014,"20,109","18,413","1,696",8.4
CN3705700000000,37,57,"Davidson County, NC",2014,"78,367","73,417","4,950",6.3
CN3705900000000,37,59,"Davie County, NC",2014,"19,674","18,520","1,154",5.9
CN3706100000000,37,61,"Duplin County, NC",2014,"26,579","24,879","1,700",6.4
CN3706300000000,37,63,"Durham County, NC",2014,"152,918","145,077","7,841",5.1
CN3706500000000,37,65,"Edgecombe County, NC",2014,"23,234","20,836","2,398",10.3
CN3706700000000,37,67,"Forsyth County, NC",2014,"177,241","166,593","10,648",6.0
CN3706900000000,37,69,"Franklin County, NC",2014,"28,290","26,445","1,845",6.5
CN3707100000000,37,71,"Gaston County, NC",2014,"100,790","93,923","6,867",6.8
CN3707300000000,37,73,"Gates County, NC",2014,"5,194","4,886",308,5.9
CN3707500000000,37,75,"Graham County, NC",2014,"3,317","2,874",443,13.4
CN3707700000000,37,77,"Granville County, NC",2014,"28,123","26,596","1,527",5.4
CN3707900000000,37,79,"Greene County, NC",2014,"9,411","8,823",588,6.2
CN3708100000000,37,81,"Guilford County, NC",2014,"253,255","236,650","16,605",6.6
CN3708300000000,37,83,"Halifax County, NC",2014,"21,260","19,200","2,060",9.7
CN3708500000000,37,85,"Harnett County, NC",2014,"49,364","45,717","3,647",7.4
CN3708700000000,37,87,"Haywood County, NC",2014,"27,241","25,653","1,588",5.8
CN3708900000000,37,89,"Henderson County, NC",2014,"49,410","46,914","2,496",5.1
CN3709100000000,37,91,"Hertford County, NC",2014,"9,381","8,686",695,7.4
CN3709300000000,37,93,"Hoke County, NC",2014,"19,390","17,769","1,621",8.4
CN3709500000000,37,95,"Hyde County, NC",2014,"2,199","1,996",203,9.2
CN3709700000000,37,97,"Iredell County, NC",2014,"79,927","74,888","5,039",6.3
CN3709900000000,37,99,"Jackson County, NC",2014,"18,360","17,132","1,228",6.7
CN3710100000000,37,101,"Johnston County, NC",2014,"85,844","80,958","4,886",5.7
CN3710300000000,37,103,"Jones County, NC",2014,"4,487","4,189",298,6.6
CN3710500000000,37,105,"Lee County, NC",2014,"25,012","22,966","2,046",8.2
CN3710700000000,37,107,"Lenoir County, NC",2014,"27,845","25,854","1,991",7.2
CN3710900000000,37,109,"Lincoln County, NC",2014,"39,627","37,184","2,443",6.2
CN3711100000000,37,111,"McDowell County, NC",2014,"20,795","19,461","1,334",6.4
CN3711300000000,37,113,"Macon County, NC",2014,"15,033","14,038",995,6.6
CN3711500000000,37,115,"Madison County, NC",2014,"9,395","8,808",587,6.2
CN3711700000000,37,117,"Martin County, NC",2014,"9,881","9,108",773,7.8
CN3711900000000,37,119,"Mecklenburg County, NC",2014,"547,830","514,977","32,853",6.0
CN3712100000000,37,121,"Mitchell County, NC",2014,"6,534","6,028",506,7.7
CN3712300000000,37,123,"Montgomery County, NC",2014,"11,468","10,735",733,6.4
CN3712500000000,37,125,"Moore County, NC",2014,"38,167","35,829","2,338",6.1
CN3712700000000,37,127,"Nash County, NC",2014,"44,229","40,700","3,529",8.0
CN3712900000000,37,129,"New Hanover County, NC",2014,"110,518","103,947","6,571",5.9
CN3713100000000,37,131,"Northampton County, NC",2014,"7,942","7,302",640,8.1
CN3713300000000,37,133,"Onslow County, NC",2014,"64,004","60,102","3,902",6.1
CN3713500000000,37,135,"Orange County, NC",2014,"72,655","69,277","3,378",4.6
CN3713700000000,37,137,"Pamlico County, NC",2014,"5,300","4,948",352,6.6
CN3713900000000,37,139,"Pasquotank County, NC",2014,"17,273","15,879","1,394",8.1
CN3714100000000,37,141,"Pender County, NC",2014,"25,303","23,507","1,796",7.1
CN3714300000000,37,143,"Perquimans County, NC",2014,"5,100","4,702",398,7.8
CN3714500000000,37,145,"Person County, NC",2014,"17,937","16,544","1,393",7.8
CN3714700000000,37,147,"Pitt County, NC",2014,"87,449","81,808","5,641",6.5
CN3714900000000,37,149,"Polk County, NC",2014,"8,404","7,953",451,5.4
CN3715100000000,37,151,"Randolph County, NC",2014,"66,615","62,250","4,365",6.6
CN3715300000000,37,153,"Richmond County, NC",2014,"16,931","15,414","1,517",9.0
CN3715500000000,37,155,"Robeson County, NC",2014,"51,109","46,270","4,839",9.5
CN3715700000000,37,157,"Rockingham County, NC",2014,"41,107","38,027","3,080",7.5
CN3715900000000,37,159,"Rowan County, NC",2014,"62,422","58,012","4,410",7.1
CN3716100000000,37,161,"Rutherford County, NC",2014,"25,447","23,268","2,179",8.6
CN3716300000000,37,163,"Sampson County, NC",2014,"29,629","27,710","1,919",6.5
CN3716500000000,37,165,"Scotland County, NC",2014,"11,991","10,557","1,434",12.0
CN3716700000000,37,167,"Stanly County, NC",2014,"28,518","26,792","1,726",6.1
CN3716900000000,37,169,"Stokes County, NC",2014,"21,777","20,455","1,322",6.1
CN3717100000000,37,171,"Surry County, NC",2014,"32,998","30,962","2,036",6.2
CN3717300000000,37,173,"Swain County, NC",2014,"6,487","5,901",586,9.0
CN3717500000000,37,175,"Transylvania County, NC",2014,"13,339","12,558",781,5.9
CN3717700000000,37,177,"Tyrrell County, NC",2014,"1,554","1,399",155,10.0
CN3717900000000,37,179,"Union County, NC",2014,"108,767","103,054","5,713",5.3
CN3718100000000,37,181,"Vance County, NC",2014,"18,054","16,367","1,687",9.3
CN3718300000000,37,183,"Wake County, NC",2014,"523,322","497,564","25,758",4.9
CN3718500000000,37,185,"Warren County, NC",2014,"7,218","6,576",642,8.9
CN3718700000000,37,187,"Washington County, NC",2014,"5,039","4,553",486,9.6
CN3718900000000,37,189,"Watauga County, NC",2014,"27,026","25,624","1,402",5.2
CN3719100000000,37,191,"Wayne County, NC",2014,"53,843","50,391","3,452",6.4
CN3719300000000,37,193,"Wilkes County, NC",2014,"29,532","27,578","1,954",6.6
CN3719500000000,37,195,"Wilson County, NC",2014,"37,615","34,040","3,575",9.5
CN3719700000000,37,197,"Yadkin County, NC",2014,"17,520","16,525",995,5.7
CN3719900000000,37,199,"Yancey County, NC",2014,"7,488","6,981",507,6.8
CN3800100000000,38,1,"Adams County, ND",2014,"1,111","1,081",30,2.7
CN3800300000000,38,3,"Barnes County, ND",2014,"5,587","5,415",172,3.1
CN3800500000000,38,5,"Benson County, ND",2014,"2,509","2,347",162,6.5
CN3800700000000,38,7,"Billings County, ND",2014,490,476,14,2.9
CN3800900000000,38,9,"Bottineau County, ND",2014,"3,253","3,142",111,3.4
CN3801100000000,38,11,"Bowman County, ND",2014,"1,891","1,857",34,1.8
CN3801300000000,38,13,"Burke County, ND",2014,"1,296","1,263",33,2.5
CN3801500000000,38,15,"Burleigh County, ND",2014,"47,374","46,219","1,155",2.4
CN3801700000000,38,17,"Cass County, ND",2014,"92,639","90,401","2,238",2.4
CN3801900000000,38,19,"Cavalier County, ND",2014,"2,049","1,990",59,2.9
CN3802100000000,38,21,"Dickey County, ND",2014,"2,583","2,531",52,2.0
CN3802300000000,38,23,"Divide County, ND",2014,"1,870","1,842",28,1.5
CN3802500000000,38,25,"Dunn County, ND",2014,"4,290","4,236",54,1.3
CN3802700000000,38,27,"Eddy County, ND",2014,"1,289","1,218",71,5.5
CN3802900000000,38,29,"Emmons County, ND",2014,"1,558","1,471",87,5.6
CN3803100000000,38,31,"Foster County, ND",2014,"1,629","1,580",49,3.0
CN3803300000000,38,33,"Golden Valley County, ND",2014,974,954,20,2.1
CN3803500000000,38,35,"Grand Forks County, ND",2014,"36,921","35,899","1,022",2.8
CN3803700000000,38,37,"Grant County, ND",2014,"1,295","1,259",36,2.8
CN3803900000000,38,39,"Griggs County, ND",2014,"1,183","1,155",28,2.4
CN3804100000000,38,41,"Hettinger County, ND",2014,"1,536","1,504",32,2.1
CN3804300000000,38,43,"Kidder County, ND",2014,"1,278","1,228",50,3.9
CN3804500000000,38,45,"LaMoure County, ND",2014,"2,255","2,201",54,2.4
CN3804700000000,38,47,"Logan County, ND",2014,927,899,28,3.0
CN3804900000000,38,49,"McHenry County, ND",2014,"3,298","3,161",137,4.2
CN3805100000000,38,51,"McIntosh County, ND",2014,"1,244","1,207",37,3.0
CN3805300000000,38,53,"McKenzie County, ND",2014,"9,177","9,039",138,1.5
CN3805500000000,38,55,"McLean County, ND",2014,"4,880","4,687",193,4.0
CN3805700000000,38,57,"Mercer County, ND",2014,"4,142","3,980",162,3.9
CN3805900000000,38,59,"Morton County, ND",2014,"15,932","15,413",519,3.3
CN3806100000000,38,61,"Mountrail County, ND",2014,"9,044","8,929",115,1.3
CN3806300000000,38,63,"Nelson County, ND",2014,"1,530","1,473",57,3.7
CN3806500000000,38,65,"Oliver County, ND",2014,880,824,56,6.4
CN3806700000000,38,67,"Pembina County, ND",2014,"3,596","3,396",200,5.6
CN3806900000000,38,69,"Pierce County, ND",2014,"1,802","1,726",76,4.2
CN3807100000000,38,71,"Ramsey County, ND",2014,"5,664","5,464",200,3.5
CN3807300000000,38,73,"Ransom County, ND",2014,"2,727","2,650",77,2.8
CN3807500000000,38,75,"Renville County, ND",2014,"1,404","1,368",36,2.6
CN3807700000000,38,77,"Richland County, ND",2014,"8,503","8,246",257,3.0
CN3807900000000,38,79,"Rolette County, ND",2014,"4,782","4,238",544,11.4
CN3808100000000,38,81,"Sargent County, ND",2014,"2,162","2,114",48,2.2
CN3808300000000,38,83,"Sheridan County, ND",2014,723,688,35,4.8
CN3808500000000,38,85,"Sioux County, ND",2014,"1,298","1,238",60,4.6
CN3808700000000,38,87,"Slope County, ND",2014,510,500,10,2.0
CN3808900000000,38,89,"Stark County, ND",2014,"21,294","20,951",343,1.6
CN3809100000000,38,91,"Steele County, ND",2014,"1,027","1,004",23,2.2
CN3809300000000,38,93,"Stutsman County, ND",2014,"10,420","10,133",287,2.8
CN3809500000000,38,95,"Towner County, ND",2014,"1,233","1,190",43,3.5
CN3809700000000,38,97,"Traill County, ND",2014,"4,451","4,335",116,2.6
CN3809900000000,38,99,"Walsh County, ND",2014,"5,565","5,308",257,4.6
CN3810100000000,38,101,"Ward County, ND",2014,"34,480","33,577",903,2.6
CN3810300000000,38,103,"Wells County, ND",2014,"2,189","2,094",95,4.3
CN3810500000000,38,105,"Williams County, ND",2014,"31,802","31,423",379,1.2
CN3900100000000,39,1,"Adams County, OH",2014,"10,511","9,543",968,9.2
CN3900300000000,39,3,"Allen County, OH",2014,"48,333","45,525","2,808",5.8
CN3900500000000,39,5,"Ashland County, OH",2014,"25,539","24,013","1,526",6.0
CN3900700000000,39,7,"Ashtabula County, OH",2014,"44,917","41,690","3,227",7.2
CN3900900000000,39,9,"Athens County, OH",2014,"27,597","25,699","1,898",6.9
CN3901100000000,39,11,"Auglaize County, OH",2014,"24,129","23,081","1,048",4.3
CN3901300000000,39,13,"Belmont County, OH",2014,"31,814","29,671","2,143",6.7
CN3901500000000,39,15,"Brown County, OH",2014,"19,679","18,207","1,472",7.5
CN3901700000000,39,17,"Butler County, OH",2014,"186,495","176,122","10,373",5.6
CN3901900000000,39,19,"Carroll County, OH",2014,"13,567","12,732",835,6.2
CN3902100000000,39,21,"Champaign County, OH",2014,"19,924","18,913","1,011",5.1
CN3902300000000,39,23,"Clark County, OH",2014,"64,952","61,183","3,769",5.8
CN3902500000000,39,25,"Clermont County, OH",2014,"102,547","96,913","5,634",5.5
CN3902700000000,39,27,"Clinton County, OH",2014,"16,940","15,633","1,307",7.7
CN3902900000000,39,29,"Columbiana County, OH",2014,"50,085","46,839","3,246",6.5
CN3903100000000,39,31,"Coshocton County, OH",2014,"15,769","14,576","1,193",7.6
CN3903300000000,39,33,"Crawford County, OH",2014,"19,577","18,259","1,318",6.7
CN3903500000000,39,35,"Cuyahoga County, OH",2014,"618,619","580,181","38,438",6.2
CN3903700000000,39,37,"Darke County, OH",2014,"26,129","24,732","1,397",5.3
CN3903900000000,39,39,"Defiance County, OH",2014,"18,947","17,903","1,044",5.5
CN3904100000000,39,41,"Delaware County, OH",2014,"100,360","96,223","4,137",4.1
CN3904300000000,39,43,"Erie County, OH",2014,"37,400","34,992","2,408",6.4
CN3904500000000,39,45,"Fairfield County, OH",2014,"74,634","70,750","3,884",5.2
CN3904700000000,39,47,"Fayette County, OH",2014,"14,132","13,282",850,6.0
CN3904900000000,39,49,"Franklin County, OH",2014,"647,175","615,598","31,577",4.9
CN3905100000000,39,51,"Fulton County, OH",2014,"22,357","21,034","1,323",5.9
CN3905300000000,39,53,"Gallia County, OH",2014,"12,402","11,444",958,7.7
CN3905500000000,39,55,"Geauga County, OH",2014,"49,265","46,802","2,463",5.0
CN3905700000000,39,57,"Greene County, OH",2014,"79,695","75,506","4,189",5.3
CN3905900000000,39,59,"Guernsey County, OH",2014,"19,085","17,797","1,288",6.7
CN3906100000000,39,61,"Hamilton County, OH",2014,"401,330","379,328","22,002",5.5
CN3906300000000,39,63,"Hancock County, OH",2014,"40,428","38,623","1,805",4.5
CN3906500000000,39,65,"Hardin County, OH",2014,"15,103","14,237",866,5.7
CN3906700000000,39,67,"Harrison County, OH",2014,"7,351","6,905",446,6.1
CN3906900000000,39,69,"Henry County, OH",2014,"13,744","12,853",891,6.5
CN3907100000000,39,71,"Highland County, OH",2014,"17,319","15,972","1,347",7.8
CN3907300000000,39,73,"Hocking County, OH",2014,"13,174","12,320",854,6.5
CN3907500000000,39,75,"Holmes County, OH",2014,"19,891","19,089",802,4.0
CN3907700000000,39,77,"Huron County, OH",2014,"27,875","25,640","2,235",8.0
CN3907900000000,39,79,"Jackson County, OH",2014,"13,219","12,052","1,167",8.8
CN3908100000000,39,81,"Jefferson County, OH",2014,"29,780","27,351","2,429",8.2
CN3908300000000,39,83,"Knox County, OH",2014,"31,112","29,459","1,653",5.3
CN3908500000000,39,85,"Lake County, OH",2014,"125,007","118,136","6,871",5.5
CN3908700000000,39,87,"Lawrence County, OH",2014,"25,834","24,105","1,729",6.7
CN3908900000000,39,89,"Licking County, OH",2014,"86,613","82,052","4,561",5.3
CN3909100000000,39,91,"Logan County, OH",2014,"23,075","21,913","1,162",5.0
CN3909300000000,39,93,"Lorain County, OH",2014,"150,956","141,295","9,661",6.4
CN3909500000000,39,95,"Lucas County, OH",2014,"208,806","195,371","13,435",6.4
CN3909700000000,39,97,"Madison County, OH",2014,"20,450","19,477",973,4.8
CN3909900000000,39,99,"Mahoning County, OH",2014,"107,937","100,671","7,266",6.7
CN3910100000000,39,101,"Marion County, OH",2014,"27,856","26,179","1,677",6.0
CN3910300000000,39,103,"Medina County, OH",2014,"95,319","90,543","4,776",5.0
CN3910500000000,39,105,"Meigs County, OH",2014,"9,183","8,353",830,9.0
CN3910700000000,39,107,"Mercer County, OH",2014,"22,648","21,782",866,3.8
CN3910900000000,39,109,"Miami County, OH",2014,"52,044","49,228","2,816",5.4
CN3911100000000,39,111,"Monroe County, OH",2014,"5,874","5,225",649,11.0
CN3911300000000,39,113,"Montgomery County, OH",2014,"248,980","233,644","15,336",6.2
CN3911500000000,39,115,"Morgan County, OH",2014,"6,664","6,143",521,7.8
CN3911700000000,39,117,"Morrow County, OH",2014,"16,794","15,791","1,003",6.0
CN3911900000000,39,119,"Muskingum County, OH",2014,"39,331","36,526","2,805",7.1
CN3912100000000,39,121,"Noble County, OH",2014,"5,080","4,692",388,7.6
CN3912300000000,39,123,"Ottawa County, OH",2014,"21,485","19,838","1,647",7.7
CN3912500000000,39,125,"Paulding County, OH",2014,"9,009","8,512",497,5.5
CN3912700000000,39,127,"Perry County, OH",2014,"15,809","14,640","1,169",7.4
CN3912900000000,39,129,"Pickaway County, OH",2014,"25,790","24,328","1,462",5.7
CN3913100000000,39,131,"Pike County, OH",2014,"10,499","9,544",955,9.1
CN3913300000000,39,133,"Portage County, OH",2014,"86,796","81,694","5,102",5.9
CN3913500000000,39,135,"Preble County, OH",2014,"21,126","19,917","1,209",5.7
CN3913700000000,39,137,"Putnam County, OH",2014,"18,639","17,790",849,4.6
CN3913900000000,39,139,"Richland County, OH",2014,"54,494","50,923","3,571",6.6
CN3914100000000,39,141,"Ross County, OH",2014,"33,651","31,491","2,160",6.4
CN3914300000000,39,143,"Sandusky County, OH",2014,"31,280","29,482","1,798",5.7
CN3914500000000,39,145,"Scioto County, OH",2014,"29,871","27,248","2,623",8.8
CN3914700000000,39,147,"Seneca County, OH",2014,"27,153","25,589","1,564",5.8
CN3914900000000,39,149,"Shelby County, OH",2014,"23,641","22,431","1,210",5.1
CN3915100000000,39,151,"Stark County, OH",2014,"188,190","177,238","10,952",5.8
CN3915300000000,39,153,"Summit County, OH",2014,"272,138","256,027","16,111",5.9
CN3915500000000,39,155,"Trumbull County, OH",2014,"92,565","85,834","6,731",7.3
CN3915700000000,39,157,"Tuscarawas County, OH",2014,"45,297","42,780","2,517",5.6
CN3915900000000,39,159,"Union County, OH",2014,"26,793","25,595","1,198",4.5
CN3916100000000,39,161,"Van Wert County, OH",2014,"14,399","13,694",705,4.9
CN3916300000000,39,163,"Vinton County, OH",2014,"5,512","5,069",443,8.0
CN3916500000000,39,165,"Warren County, OH",2014,"110,916","105,384","5,532",5.0
CN3916700000000,39,167,"Washington County, OH",2014,"28,218","26,408","1,810",6.4
CN3916900000000,39,169,"Wayne County, OH",2014,"59,502","56,731","2,771",4.7
CN3917100000000,39,171,"Williams County, OH",2014,"18,775","17,749","1,026",5.5
CN3917300000000,39,173,"Wood County, OH",2014,"69,133","65,521","3,612",5.2
CN3917500000000,39,175,"Wyandot County, OH",2014,"12,349","11,804",545,4.4
CN4000100000000,40,1,"Adair County, OK",2014,"8,095","7,447",648,8.0
CN4000300000000,40,3,"Alfalfa County, OK",2014,"3,090","3,014",76,2.5
CN4000500000000,40,5,"Atoka County, OK",2014,"4,799","4,504",295,6.1
CN4000700000000,40,7,"Beaver County, OK",2014,"3,097","3,011",86,2.8
CN4000900000000,40,9,"Beckham County, OK",2014,"12,752","12,393",359,2.8
CN4001100000000,40,11,"Blaine County, OK",2014,"4,483","4,328",155,3.5
CN4001300000000,40,13,"Bryan County, OK",2014,"17,849","16,986",863,4.8
CN4001500000000,40,15,"Caddo County, OK",2014,"11,141","10,538",603,5.4
CN4001700000000,40,17,"Canadian County, OK",2014,"65,881","63,544","2,337",3.5
CN4001900000000,40,19,"Carter County, OK",2014,"22,017","21,040",977,4.4
CN4002100000000,40,21,"Cherokee County, OK",2014,"18,520","17,404","1,116",6.0
CN4002300000000,40,23,"Choctaw County, OK",2014,"5,813","5,332",481,8.3
CN4002500000000,40,25,"Cimarron County, OK",2014,"1,274","1,238",36,2.8
CN4002700000000,40,27,"Cleveland County, OK",2014,"135,716","130,731","4,985",3.7
CN4002900000000,40,29,"Coal County, OK",2014,"2,298","2,144",154,6.7
CN4003100000000,40,31,"Comanche County, OK",2014,"49,297","46,997","2,300",4.7
CN4003300000000,40,33,"Cotton County, OK",2014,"2,849","2,718",131,4.6
CN4003500000000,40,35,"Craig County, OK",2014,"6,052","5,718",334,5.5
CN4003700000000,40,37,"Creek County, OK",2014,"30,961","29,420","1,541",5.0
CN4003900000000,40,39,"Custer County, OK",2014,"15,898","15,405",493,3.1
CN4004100000000,40,41,"Delaware County, OK",2014,"17,100","16,107",993,5.8
CN4004300000000,40,43,"Dewey County, OK",2014,"2,402","2,327",75,3.1
CN4004500000000,40,45,"Ellis County, OK",2014,"2,337","2,267",70,3.0
CN4004700000000,40,47,"Garfield County, OK",2014,"29,645","28,589","1,056",3.6
CN4004900000000,40,49,"Garvin County, OK",2014,"12,625","12,112",513,4.1
CN4005100000000,40,51,"Grady County, OK",2014,"25,397","24,380","1,017",4.0
CN4005300000000,40,53,"Grant County, OK",2014,"2,808","2,734",74,2.6
CN4005500000000,40,55,"Greer County, OK",2014,"2,032","1,938",94,4.6
CN4005700000000,40,57,"Harmon County, OK",2014,"1,278","1,226",52,4.1
CN4005900000000,40,59,"Harper County, OK",2014,"1,970","1,916",54,2.7
CN4006100000000,40,61,"Haskell County, OK",2014,"4,341","4,018",323,7.4
CN4006300000000,40,63,"Hughes County, OK",2014,"5,642","5,247",395,7.0
CN4006500000000,40,65,"Jackson County, OK",2014,"10,657","10,199",458,4.3
CN4006700000000,40,67,"Jefferson County, OK",2014,"2,583","2,463",120,4.6
CN4006900000000,40,69,"Johnston County, OK",2014,"3,631","3,377",254,7.0
CN4007100000000,40,71,"Kay County, OK",2014,"19,276","18,178","1,098",5.7
CN4007300000000,40,73,"Kingfisher County, OK",2014,"7,959","7,714",245,3.1
CN4007500000000,40,75,"Kiowa County, OK",2014,"4,055","3,890",165,4.1
CN4007700000000,40,77,"Latimer County, OK",2014,"3,959","3,666",293,7.4
CN4007900000000,40,79,"Le Flore County, OK",2014,"19,364","18,032","1,332",6.9
CN4008100000000,40,81,"Lincoln County, OK",2014,"15,487","14,787",700,4.5
CN4008300000000,40,83,"Logan County, OK",2014,"20,983","20,143",840,4.0
CN4008500000000,40,85,"Love County, OK",2014,"5,432","5,237",195,3.6
CN4008700000000,40,87,"McClain County, OK",2014,"18,112","17,445",667,3.7
CN4008900000000,40,89,"McCurtain County, OK",2014,"14,151","13,009","1,142",8.1
CN4009100000000,40,91,"McIntosh County, OK",2014,"7,038","6,390",648,9.2
CN4009300000000,40,93,"Major County, OK",2014,"4,356","4,244",112,2.6
CN4009500000000,40,95,"Marshall County, OK",2014,"6,932","6,599",333,4.8
CN4009700000000,40,97,"Mayes County, OK",2014,"18,771","17,857",914,4.9
CN4009900000000,40,99,"Murray County, OK",2014,"6,548","6,273",275,4.2
CN4010100000000,40,101,"Muskogee County, OK",2014,"29,290","27,615","1,675",5.7
CN4010300000000,40,103,"Noble County, OK",2014,"5,538","5,335",203,3.7
CN4010500000000,40,105,"Nowata County, OK",2014,"4,753","4,463",290,6.1
CN4010700000000,40,107,"Okfuskee County, OK",2014,"4,452","4,184",268,6.0
CN4010900000000,40,109,"Oklahoma County, OK",2014,"369,494","354,038","15,456",4.2
CN4011100000000,40,111,"Okmulgee County, OK",2014,"15,989","14,904","1,085",6.8
CN4011300000000,40,113,"Osage County, OK",2014,"20,964","19,890","1,074",5.1
CN4011500000000,40,115,"Ottawa County, OK",2014,"13,802","12,870",932,6.8
CN4011700000000,40,117,"Pawnee County, OK",2014,"7,304","6,917",387,5.3
CN4011900000000,40,119,"Payne County, OK",2014,"38,372","36,937","1,435",3.7
CN4012100000000,40,121,"Pittsburg County, OK",2014,"17,156","16,103","1,053",6.1
CN4012300000000,40,123,"Pontotoc County, OK",2014,"17,758","16,990",768,4.3
CN4012500000000,40,125,"Pottawatomie County, OK",2014,"32,112","30,594","1,518",4.7
CN4012700000000,40,127,"Pushmataha County, OK",2014,"4,695","4,345",350,7.5
CN4012900000000,40,129,"Roger Mills County, OK",2014,"1,794","1,744",50,2.8
CN4013100000000,40,131,"Rogers County, OK",2014,"43,698","41,863","1,835",4.2
CN4013300000000,40,133,"Seminole County, OK",2014,"9,564","8,910",654,6.8
CN4013500000000,40,135,"Sequoyah County, OK",2014,"16,678","15,538","1,140",6.8
CN4013700000000,40,137,"Stephens County, OK",2014,"20,291","19,386",905,4.5
CN4013900000000,40,139,"Texas County, OK",2014,"9,342","8,998",344,3.7
CN4014100000000,40,141,"Tillman County, OK",2014,"3,294","3,141",153,4.6
CN4014300000000,40,143,"Tulsa County, OK",2014,"311,497","298,129","13,368",4.3
CN4014500000000,40,145,"Wagoner County, OK",2014,"35,574","34,064","1,510",4.2
CN4014700000000,40,147,"Washington County, OK",2014,"24,453","23,416","1,037",4.2
CN4014900000000,40,149,"Washita County, OK",2014,"5,601","5,409",192,3.4
CN4015100000000,40,151,"Woods County, OK",2014,"5,287","5,144",143,2.7
CN4015300000000,40,153,"Woodward County, OK",2014,"10,761","10,428",333,3.1
CN4100100000000,41,1,"Baker County, OR",2014,"6,709","6,149",560,8.3
CN4100300000000,41,3,"Benton County, OR",2014,"44,306","42,067","2,239",5.1
CN4100500000000,41,5,"Clackamas County, OR",2014,"200,674","188,359","12,315",6.1
CN4100700000000,41,7,"Clatsop County, OR",2014,"18,007","16,820","1,187",6.6
CN4100900000000,41,9,"Columbia County, OR",2014,"22,361","20,482","1,879",8.4
CN4101100000000,41,11,"Coos County, OR",2014,"26,037","23,705","2,332",9.0
CN4101300000000,41,13,"Crook County, OR",2014,"9,007","8,124",883,9.8
CN4101500000000,41,15,"Curry County, OR",2014,"8,618","7,746",872,10.1
CN4101700000000,41,17,"Deschutes County, OR",2014,"80,974","74,716","6,258",7.7
CN4101900000000,41,19,"Douglas County, OR",2014,"44,014","39,987","4,027",9.1
CN4102100000000,41,21,"Gilliam County, OR",2014,824,758,66,8.0
CN4102300000000,41,23,"Grant County, OR",2014,"3,134","2,805",329,10.5
CN4102500000000,41,25,"Harney County, OR",2014,"3,278","2,963",315,9.6
CN4102700000000,41,27,"Hood River County, OR",2014,"13,719","12,972",747,5.4
CN4102900000000,41,29,"Jackson County, OR",2014,"96,590","88,481","8,109",8.4
CN4103100000000,41,31,"Jefferson County, OR",2014,"9,380","8,546",834,8.9
CN4103300000000,41,33,"Josephine County, OR",2014,"32,744","29,678","3,066",9.4
CN4103500000000,41,35,"Klamath County, OR",2014,"28,574","25,906","2,668",9.3
CN4103700000000,41,37,"Lake County, OR",2014,"3,491","3,156",335,9.6
CN4103900000000,41,39,"Lane County, OR",2014,"169,150","157,488","11,662",6.9
CN4104100000000,41,41,"Lincoln County, OR",2014,"20,532","18,928","1,604",7.8
CN4104300000000,41,43,"Linn County, OR",2014,"54,049","49,668","4,381",8.1
CN4104500000000,41,45,"Malheur County, OR",2014,"12,026","11,074",952,7.9
CN4104700000000,41,47,"Marion County, OR",2014,"149,146","138,180","10,966",7.4
CN4104900000000,41,49,"Morrow County, OR",2014,"5,473","5,096",377,6.9
CN4105100000000,41,51,"Multnomah County, OR",2014,"419,257","394,554","24,703",5.9
CN4105300000000,41,53,"Polk County, OR",2014,"35,485","33,067","2,418",6.8
CN4105500000000,41,55,"Sherman County, OR",2014,881,815,66,7.5
CN4105700000000,41,57,"Tillamook County, OR",2014,"11,158","10,386",772,6.9
CN4105900000000,41,59,"Umatilla County, OR",2014,"35,255","32,524","2,731",7.7
CN4106100000000,41,61,"Union County, OR",2014,"11,581","10,742",839,7.2
CN4106300000000,41,63,"Wallowa County, OR",2014,"3,206","2,886",320,10.0
CN4106500000000,41,65,"Wasco County, OR",2014,"13,563","12,673",890,6.6
CN4106700000000,41,67,"Washington County, OR",2014,"292,947","276,570","16,377",5.6
CN4106900000000,41,69,"Wheeler County, OR",2014,729,684,45,6.2
CN4107100000000,41,71,"Yamhill County, OR",2014,"49,992","46,773","3,219",6.4
CN4200100000000,42,1,"Adams County, PA",2014,"55,103","52,576","2,527",4.6
CN4200300000000,42,3,"Allegheny County, PA",2014,"646,276","611,659","34,617",5.4
CN4200500000000,42,5,"Armstrong County, PA",2014,"33,133","30,999","2,134",6.4
CN4200700000000,42,7,"Beaver County, PA",2014,"85,879","80,318","5,561",6.5
CN4200900000000,42,9,"Bedford County, PA",2014,"24,249","22,648","1,601",6.6
CN4201100000000,42,11,"Berks County, PA",2014,"210,887","199,318","11,569",5.5
CN4201300000000,42,13,"Blair County, PA",2014,"60,914","57,424","3,490",5.7
CN4201500000000,42,15,"Bradford County, PA",2014,"31,609","29,893","1,716",5.4
CN4201700000000,42,17,"Bucks County, PA",2014,"335,113","317,554","17,559",5.2
CN4201900000000,42,19,"Butler County, PA",2014,"97,387","92,467","4,920",5.1
CN4202100000000,42,21,"Cambria County, PA",2014,"62,972","58,579","4,393",7.0
